vessel,carrier,voyage No.,service,POD,ETA,Berthing,Updatetime
 MOL SUCCESS (3FTZ5),ONE, 126N / 127S, JPH,NGO, 2021/08/07 18:00, 2021/08/07 19:00,2021/7/22 18:39
 OOCL DALIAN (VRFW9),ONE, 661N / 662S, JS3,OSA, 2021/07/05 11:58, 2021/07/05 12:45,2021/7/22 18:39
 MOL SPARKLE (3EWX3),ONE, 1131N / 1132S, JV2,OSA, 2021/07/07 13:48, 2021/07/07 14:50,2021/7/22 18:39
 CALLAO BRIDGE (3FGY3),ONE, 194N / 195S, JPH,OSA, 2021/07/09 06:48, 2021/07/09 07:40,2021/7/22 18:39
 MAERSK SEOUL (9V5632),ONE, 123N / 126S, AUN,OSA, 2021/07/10 16:15, 2021/07/10 16:53,2021/7/22 18:39
 SEALAND MICHIGAN (VRSQ3),ONE, 124N / 127S, AUN,OSA, --OMIT--, --OMIT--,2021/7/22 18:39
 NYK JOANNA (9VFC4),ONE, 152N / 153S, JV2,OSA, 2021/07/14 13:44, 2021/07/14 14:37,2021/7/22 18:39
 BALSA (V7CA2),ONE, 114N / 115S, JPH,OSA, 2021/07/15 19:00, 2021/07/15 19:51,2021/7/22 18:39
 WAN HAI 510 (9VJJ8),ONE, N142 / S143, JS3,OSA, 2021/07/16 18:13, 2021/07/16 18:55,2021/7/22 18:40
 NYK SILVIA (3FNU3),ONE, 553N / 554S, JV2,OSA, 2021/07/21 13:58, 2021/07/21 15:05,2021/7/22 18:40
 MOL SUCCESS (3FTZ5),ONE, 125N / 126S, JPH,OSA, 2021/07/22 15:00, 2021/07/22 15:50,2021/7/22 18:40
 CALLAO BRIDGE (3FGY3),ONE, 195N / 196S, JPH,OSA, 2021/07/24 07:00, 2021/07/24 08:00,2021/7/22 18:40
 MOL PROFICIENCY (V7NH8),ONE, 126N / 129S, AUN,OSA, --OMIT--, --OMIT--,2021/7/22 18:40
 WAN HAI 506 (S6AV4),ONE, N196 / S197, JS3,OSA, 2021/07/24 16:00, 2021/07/24 17:00,2021/7/22 18:40
 TASMAN (V7FQ3),ONE, 125N / 128S, AUN,OSA, 2021/07/26, 2021/07/26,2021/7/22 18:40
 MOL SPARKLE (3EWX3),ONE, 1132N / 1133S, JV2,OSA, 2021/07/28 17:00, 2021/07/28 18:00,2021/7/22 18:40
 BALSA (V7CA2),ONE, 115N / 116S, JPH,OSA, 2021/07/30 07:00, 2021/07/30 08:00,2021/7/22 18:40
 WAN HAI 501 (S6AS7),ONE, N214 / S215, JS3,OSA, 2021/07/31, 2021/07/31,2021/7/22 18:40
 MOL PRESENCE (9V8990),ONE, 127N / 130S, AUN,OSA, --OMIT--, --OMIT--,2021/7/22 18:40
 FEEDER 1 (9V2572),ONE, 127N / 130S, IAE,OSA, 2021/07/31 19:30, 2021/07/31 20:30,2021/7/22 18:40
 OOCL DALIAN (VRFW9),ONE, 662N / 663S, JS3,OSA, 2021/08/02, 2021/08/02,2021/7/22 18:40
 NYK JOANNA (9VFC4),ONE, 153N / 154S, JV2,OSA, 2021/08/04 17:00, 2021/08/04 18:00,2021/7/22 18:40
 MOL SUCCESS (3FTZ5),ONE, 126N / 127S, JPH,OSA, 2021/08/06 07:00, 2021/08/06 08:00,2021/7/22 18:40
 PL GERMANY (3FWP7),ONE, 128N / 131S, AUN,OSA, --OMIT--, --OMIT--,2021/7/22 18:40
 OOCL DALIAN (VRFW9),ONE, 661N / 662S, JS3,OBE, 2021/07/06 16:30, 2021/07/06 17:28,2021/7/22 18:40
 NYK DIANA (3EOS4),ONE, 096N / 097S, JSM,OBE, 2021/07/08 06:50, 2021/07/08 07:48,2021/7/22 18:40
 NYK DEMETER (3ENV5),ONE, 095N / 096S, JSM,OBE, 2021/07/09 06:45, 2021/07/09 07:50,2021/7/22 18:40
 MAERSK GARONNE (9V6222),ONE, 111N / 118S, NZJ,OBE, 2021/07/10 06:35, 2021/07/10 07:51,2021/7/22 18:40
 ONE ARCADIA (ZGOK7),ONE, 056W / 056W, PN2,OBE, 2021/07/11 06:45, 2021/07/11 07:49,2021/7/22 18:40
 MOL SPARKLE (3EWX3),ONE, 1131N / 1132S, JV2,OBE, 2021/07/08 06:55, 2021/07/08 08:06,2021/7/22 18:40
 BROOKLYN BRIDGE (3FFI8),ONE, 126N / 127S, JID,OBE, 2021/07/09 15:05, 2021/07/09 16:09,2021/7/22 18:40
 NYK VIRGO (9V5456),ONE, 070W / 070W, FP1,OBE, 2021/07/10 08:30, 2021/07/10 09:19,2021/7/22 18:40
 ONE ORPHEUS (9V5999),ONE, / 062W, FP1,OBE, 2021/07/11 12:40, 2021/07/11 13:31,2021/7/22 18:40
 SEATTLE BRIDGE (3FFH5),ONE, 066W / 066W, PN1,OBE, 2021/07/08 22:20, 2021/07/08 23:40,2021/7/22 18:40
 CALLAO BRIDGE (3FGY3),ONE, 194N / 195S, JPH,OBE, 2021/07/09 15:40, 2021/07/09 16:49,2021/7/22 18:40
 PENANG BRIDGE (3FZD5),ONE, 041N / 042S, JVH,OBE, 2021/07/11 15:25, 2021/07/11 16:35,2021/7/22 18:40
 NYK FUSHIMI (9V8741),ONE, 103N / 104S, JID,OBE, 2021/07/12 06:30, 2021/07/12 07:43,2021/7/22 18:40
 YM TARGET (D5XC6),ONE, 002W / 002W, PS6,OBE, 2021/07/14 06:45, 2021/07/14 07:52,2021/7/22 18:40
 NYK JOANNA (9VFC4),ONE, 152N / 153S, JV2,OBE, 2021/07/15 06:50, 2021/07/15 07:47,2021/7/22 18:41
 SEASPAN EMERALD (VRFB8),ONE, 253N / 254S, JSM,OBE, 2021/07/16 06:35, 2021/07/16 07:34,2021/7/22 18:41
 VEGA VENTO (D5JQ8),ONE, 373E / 373W, JP1,OBE, --OMIT--, --OMIT--,2021/7/22 18:41
 YM UNIFORMITY (BLHQ),ONE, 053W / 053W, PS6,OBE, 2021/07/12 07:00, 2021/07/12 07:58,2021/7/22 18:41
 ARIES (D5ZK2),ONE, 119W / 119W, PN1,OBE, 2021/07/14 16:00, 2021/07/14 17:17,2021/7/22 18:41
 BALSA (V7CA2),ONE, 114N / 115S, JPH,OBE, 2021/07/16 07:20, 2021/07/16 08:07,2021/7/22 18:41
 WAN HAI 510 (9VJJ8),ONE, N142 / S143, JS3,OBE, 2021/07/18 07:05, 2021/07/18 08:05,2021/7/22 18:41
 ONE HUMBER (3EHZ5),ONE, 087E / 087E, FP1,OBE, 2021/07/12 19:10, 2021/07/12 20:17,2021/7/22 18:41
 NYK FURANO (9V8740),ONE, 074N / 075S, NZJ,OBE, 2021/07/18 16:30, 2021/07/18 17:29,2021/7/22 18:41
 GREEN WAVE (9V6363),ONE, 011N / 012S, JVH,OBE, 2021/07/20 06:45, 2021/07/20 07:34,2021/7/22 18:41
 BANGKOK BRIDGE (3FTZ8),ONE, 121N / 122S, JID,OBE, 2021/07/21 11:50, 2021/07/21 13:10,2021/7/22 18:41
 NYK SILVIA (3FNU3),ONE, 553N / 554S, JV2,OBE, 2021/07/22 07:05, 2021/07/22 08:03,2021/7/22 18:41
 MOL SUCCESS (3FTZ5),ONE, 125N / 126S, JPH,OBE, 2021/07/23 07:20, 2021/07/23 08:20,2021/7/22 18:41
 VEGA VENTO (D5JQ8),ONE, 375E / 375W, JP1,OBE, --OMIT--, --OMIT--,2021/7/22 18:41
 SEASPAN EMINENCE (VRFN8),ONE, 117N / 118S, JSM,OBE, 2021/07/25 13:45, 2021/07/25 14:45,2021/7/22 18:41
 ALLEGORIA (CQDC),ONE, 044N / 045S, JID,OBE, 2021/07/21 12:25, 2021/07/21 13:32,2021/7/22 18:41
 NYK VENUS (3EJG5),ONE, 068W / 068W, FP1,OBE, 2021/07/23 10:45, 2021/07/23 11:45,2021/7/22 18:41
 NAVIOS MIAMI (A8UL6),ONE, 159N / 160S, NZJ,OBE, 2021/07/24 07:00, 2021/07/24 08:00,2021/7/22 18:41
 ONE HARBOUR (3EIQ5),ONE, 088E / 088E, FP1,OBE, 2021/07/25 14:50, 2021/07/25 15:50,2021/7/22 18:41
 NORDAMSTEL (5BJR5),ONE, 006N / 007S, JVH,OBE, 2021/07/24 08:45, 2021/07/24 09:45,2021/7/22 18:41
 YM TRUTH (D5XC4),ONE, 005W / 005W, PN2,OBE, 2021/07/26 06:30, 2021/07/26 07:30,2021/7/22 18:41
 CAPE FLINT (V7KI8),ONE, 376E / 376W, JP1,OBE, 2021/07/27, 2021/07/27,2021/7/22 18:41
 MOL PREMIUM (3EOJ7),ONE, 059W / 059W, PN1,OBE, 2021/07/28 07:00, 2021/07/28 08:00,2021/7/22 18:41
 MOL SPARKLE (3EWX3),ONE, 1132N / 1133S, JV2,OBE, 2021/07/29 06:00, 2021/07/29 07:00,2021/7/22 18:41
 MOL PROSPERITY (9V3123),ONE, 210W / 210W, PN1,OBE, 2021/07/30 07:00, 2021/07/30 08:00,2021/7/22 18:41
 ONE HANNOVER (3EIC8),ONE, 085E / 085E, FP1,OBE, 2021/07/31 11:30, 2021/07/31 12:30,2021/7/22 18:41
 CAPE FLINT (V7KI8),ONE, 377E / 377W, JP1,OBE, 2021/08/01, 2021/08/01,2021/7/22 18:41
 WAN HAI 506 (S6AV4),ONE, N196 / S197, JS3,OBE, 2021/07/26 07:10, 2021/07/26 08:10,2021/7/22 18:41
 WAN HAI 501 (S6AS7),ONE, N214 / S215, JS3,OBE, --OMIT--, --OMIT--,2021/7/22 18:41
 ONE HANOI (3FHS3),ONE, 040W / 040W, FP1,OBE, 2021/07/28 19:00, 2021/07/28 20:00,2021/7/22 18:42
 CALLAO BRIDGE (3FGY3),ONE, 195N / 196S, JPH,OBE, 2021/07/29 07:00, 2021/07/29 08:00,2021/7/22 18:42
 PENANG BRIDGE (3FZD5),ONE, 042N / 043S, JVH,OBE, 2021/08/01 17:00, 2021/08/01 18:00,2021/7/22 18:42
 BLANDINE (CQDR),ONE, 105N / 106S, JSM,OBE, 2021/07/29 07:00, 2021/07/29 08:00,2021/7/22 18:42
 YM UPWARD (A8OR6),ONE, 071W / 071W, PS6,OBE, 2021/07/29 17:00, 2021/07/29 18:00,2021/7/22 18:42
 CORAL ISLANDER II (HORQ),ONE, 142 / 142, SPS,OBE, 2021/08/02, 2021/08/02,2021/7/22 18:42
 OOCL DALIAN (VRFW9),ONE, 662N / 663S, JS3,OBE, 2021/08/03, 2021/08/03,2021/7/22 18:42
 GRASMERE MAERSK (9V3820),ONE, 114N / 121S, NZJ,OBE, 2021/08/04 13:00, 2021/08/04 14:00,2021/7/22 18:42
 NYK JOANNA (9VFC4),ONE, 153N / 154S, JV2,OBE, 2021/08/05 06:00, 2021/08/05 07:00,2021/7/22 18:42
 ONE HAMMERSMITH (3FQE8),ONE, 072W / 073W, FP1,OBE, 2021/08/07 15:00, 2021/08/07 16:00,2021/7/22 18:42
 CAPE FLINT (V7KI8),ONE, 378E / 378W, JP1,OBE, 2021/08/08, 2021/08/08,2021/7/22 18:42
 BROOKLYN BRIDGE (3FFI8),ONE, 127N / 128S, JID,OBE, 2021/08/04 17:00, 2021/08/04 18:00,2021/7/22 18:42
 BALSA (V7CA2),ONE, 115N / 116S, JPH,OBE, 2021/08/05 07:00, 2021/08/05 08:00,2021/7/22 18:42
 NYK VEGA (3EIJ5),ONE, 072E / 072E, FP1,OBE, 2021/08/08 07:00, 2021/08/08 08:00,2021/7/22 18:42
 EXPRESS BERLIN (SVBY4),ONE, 021W / 021W, PS6,OBE, 2021/08/05 17:00, 2021/08/05 18:00,2021/7/22 18:42
 SEASPAN ZAMBEZI (VRNF7),ONE, 023W / 023W, PN2,OBE, 2021/08/05 18:00, 2021/08/05 19:00,2021/7/22 18:42
 JOSCO BELLE (BOQQ8),SAS, 2114E / 2114W,NA,TYO, 2021/07/04 20:45, 2021/07/05 07:49,2021/7/22 18:42
 BF CARP (5BFN4),SAS, 2107E / 2107W,NA,TYO, 2021/07/06 16:40, 2021/07/06 17:14,2021/7/22 18:42
 JOSCO DIANA (BOQA9),SAS, 2115E / 2115W,NA,TYO, 2021/07/07 16:53, 2021/07/07 17:20,2021/7/22 18:42
 HARRIER (C6WS6),SAS, 2117E / 2117W,NA,TYO, 2021/07/12 16:43, 2021/07/12 17:17,2021/7/22 18:42
 JOSCO XINGFU (BOFO4),SAS, 2118E / 2118W,NA,TYO, 2021/07/13 18:10, 2021/07/14 07:14,2021/7/22 18:42
 JOSCO BELLE (BOQQ8),SAS, 2115E / 2115W,NA,TYO, 2021/07/14 17:58, 2021/07/14 18:28,2021/7/22 18:42
 JOSCO DIANA (BOQA9),SAS, 2116E / 2116W,NA,TYO, 2021/07/19 06:53, 2021/07/19 07:22,2021/7/22 18:42
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,TYO, 2021/07/21 06:22, 2021/07/21 06:55,2021/7/22 18:42
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,TYO, 2021/07/25, 2021/07/25,2021/7/22 18:42
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,TYO, 2021/07/21 17:32, 2021/07/21 18:04,2021/7/22 18:42
 JOSCO BELLE (BOQQ8),SAS, 2116E / 2116W,NA,TYO, 2021/07/25, 2021/07/25,2021/7/22 18:42
 HARRIER (C6WS6),SAS, 2117E / 2117W,NA,TYO, 2021/07/12 16:43, 2021/07/12 17:17,2021/7/22 18:42
 JOSCO XINGFU (BOFO4),SAS, 2118E / 2118W,NA,TYO, 2021/07/13 18:10, 2021/07/14 07:14,2021/7/22 18:42
 JOSCO BELLE (BOQQ8),SAS, 2115E / 2115W,NA,TYO, 2021/07/14 17:58, 2021/07/14 18:28,2021/7/22 18:42
 JOSCO DIANA (BOQA9),SAS, 2116E / 2116W,NA,TYO, 2021/07/19 06:53, 2021/07/19 07:22,2021/7/22 18:42
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,TYO, 2021/07/21 06:22, 2021/07/21 06:55,2021/7/22 18:42
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,TYO, 2021/07/25, 2021/07/25,2021/7/22 18:42
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,TYO, 2021/07/21 17:32, 2021/07/21 18:04,2021/7/22 18:43
 JOSCO BELLE (BOQQ8),SAS, 2116E / 2116W,NA,TYO, 2021/07/25, 2021/07/25,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2117E / 2117W,NA,TYO, 2021/07/28, 2021/07/28,2021/7/22 18:43
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,TYO, 2021/07/31, 2021/07/31,2021/7/22 18:43
 HARRIER (C6WS6),SAS, 2119E / 2119W,NA,TYO, 2021/08/01, 2021/08/01,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2116E / 2116W,NA,TYO, 2021/07/19 06:53, 2021/07/19 07:22,2021/7/22 18:43
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,TYO, 2021/07/21 06:22, 2021/07/21 06:55,2021/7/22 18:43
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,TYO, 2021/07/25, 2021/07/25,2021/7/22 18:43
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,TYO, 2021/07/21 17:32, 2021/07/21 18:04,2021/7/22 18:43
 JOSCO BELLE (BOQQ8),SAS, 2116E / 2116W,NA,TYO, 2021/07/25, 2021/07/25,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2117E / 2117W,NA,TYO, 2021/07/28, 2021/07/28,2021/7/22 18:43
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,TYO, 2021/07/31, 2021/07/31,2021/7/22 18:43
 HARRIER (C6WS6),SAS, 2119E / 2119W,NA,TYO, 2021/08/01, 2021/08/01,2021/7/22 18:43
 JOSCO BELLE (BOQQ8),SAS, 2117E / 2117W,NA,TYO, 2021/08/04, 2021/08/04,2021/7/22 18:43
 JOSCO XINGFU (BOFO4),SAS, 2120E / 2120W,NA,TYO, 2021/08/07, 2021/08/07,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2118E / 2118W,NA,TYO, 2021/08/08, 2021/08/08,2021/7/22 18:43
 JOSCO BELLE (BOQQ8),SAS, 2114E / 2114W,NA,YOK, 2021/07/05 17:35, 2021/07/05 18:15,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2115E / 2115W,NA,YOK, 2021/07/07 06:35, 2021/07/07 07:24,2021/7/22 18:43
 BF CARP (5BFN4),SAS, 2107E / 2107W,NA,YOK, 2021/07/07 12:20, 2021/07/07 12:54,2021/7/22 18:43
 JOSCO XINGFU (BOFO4),SAS, 2118E / 2118W,NA,YOK, 2021/07/12 12:02, 2021/07/12 18:36,2021/7/22 18:43
 HARRIER (C6WS6),SAS, 2117E / 2117W,NA,YOK, 2021/07/13 17:40, 2021/07/13 18:18,2021/7/22 18:43
 JOSCO BELLE (BOQQ8),SAS, 2115E / 2115W,NA,YOK, 2021/07/14 08:00, 2021/07/14 08:48,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2116E / 2116W,NA,YOK, 2021/07/19 18:00, 2021/07/19 18:36,2021/7/22 18:43
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,YOK, 2021/07/20 18:05, 2021/07/20 19:12,2021/7/22 18:43
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,YOK, 2021/07/21 12:05, 2021/07/21 12:36,2021/7/22 18:43
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,YOK, 2021/07/25, 2021/07/25,2021/7/22 18:43
 JOSCO XINGFU (BOFO4),SAS, 2118E / 2118W,NA,YOK, 2021/07/12 12:02, 2021/07/12 18:36,2021/7/22 18:43
 HARRIER (C6WS6),SAS, 2117E / 2117W,NA,YOK, 2021/07/13 17:40, 2021/07/13 18:18,2021/7/22 18:43
 JOSCO BELLE (BOQQ8),SAS, 2115E / 2115W,NA,YOK, 2021/07/14 08:00, 2021/07/14 08:48,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2116E / 2116W,NA,YOK, 2021/07/19 18:00, 2021/07/19 18:36,2021/7/22 18:43
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,YOK, 2021/07/20 18:05, 2021/07/20 19:12,2021/7/22 18:43
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,YOK, 2021/07/21 12:05, 2021/07/21 12:36,2021/7/22 18:43
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,YOK, 2021/07/25, 2021/07/25,2021/7/22 18:43
 JOSCO BELLE (BOQQ8),SAS, 2116E / 2116W,NA,YOK, 2021/07/26 06:30, 2021/07/26 07:30,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2117E / 2117W,NA,YOK, 2021/07/28, 2021/07/28,2021/7/22 18:43
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,YOK, 2021/08/01, 2021/08/01,2021/7/22 18:43
 JOSCO DIANA (BOQA9),SAS, 2116E / 2116W,NA,YOK, 2021/07/19 18:00, 2021/07/19 18:36,2021/7/22 18:43
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,YOK, 2021/07/20 18:05, 2021/07/20 19:12,2021/7/22 18:44
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,YOK, 2021/07/21 12:05, 2021/07/21 12:36,2021/7/22 18:44
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,YOK, 2021/07/25, 2021/07/25,2021/7/22 18:44
 JOSCO BELLE (BOQQ8),SAS, 2116E / 2116W,NA,YOK, 2021/07/26 06:30, 2021/07/26 07:30,2021/7/22 18:44
 JOSCO DIANA (BOQA9),SAS, 2117E / 2117W,NA,YOK, 2021/07/28, 2021/07/28,2021/7/22 18:44
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,YOK, 2021/08/01, 2021/08/01,2021/7/22 18:44
 HARRIER (C6WS6),SAS, 2119E / 2119W,NA,YOK, 2021/08/02, 2021/08/02,2021/7/22 18:44
 JOSCO BELLE (BOQQ8),SAS, 2117E / 2117W,NA,YOK, 2021/08/04, 2021/08/04,2021/7/22 18:44
 JOSCO XINGFU (BOFO4),SAS, 2120E / 2120W,NA,YOK, 2021/08/08, 2021/08/08,2021/7/22 18:44
 BF CARP (5BFN4),SAS, 2107E / 2107W,NA,NGO, 2021/07/08 06:50, 2021/07/08 08:00,2021/7/22 18:44
 JOSCO DIANA (BOQA9),SAS, 2115E / 2115W,NA,NGO, 2021/07/09 07:05, 2021/07/09 08:25,2021/7/22 18:44
 HARRIER (C6WS6),SAS, 2117E / 2117W,NA,NGO, 2021/07/11 02:05, 2021/07/11 11:55,2021/7/22 18:44
 JOSCO XINGFU (BOFO4),SAS, 2118E / 2118W,NA,NGO, 2021/07/15 06:15, 2021/07/15 08:15,2021/7/22 18:44
 JOSCO DIANA (BOQA9),SAS, 2116E / 2116W,NA,NGO, 2021/07/18 01:45, 2021/07/18 04:15,2021/7/22 18:44
 JOSCO BELLE (BOQQ8),SAS, 2115E / 2115W,NA,NGO, 2021/07/15 19:35, 2021/07/15 20:55,2021/7/22 18:44
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,NGO, 2021/07/22 14:00, 2021/07/22 14:30,2021/7/22 18:44
 JOSCO BELLE (BOQQ8),SAS, 2116E / 2116W,NA,NGO, 2021/07/24, 2021/07/24,2021/7/22 18:44
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,NGO, 2021/07/22 19:00, 2021/07/22 19:30,2021/7/22 18:44
 JOSCO XINGFU (BOFO4),SAS, 2118E / 2118W,NA,NGO, 2021/07/15 06:15, 2021/07/15 08:15,2021/7/22 18:44
 JOSCO DIANA (BOQA9),SAS, 2116E / 2116W,NA,NGO, 2021/07/18 01:45, 2021/07/18 04:15,2021/7/22 18:44
 JOSCO BELLE (BOQQ8),SAS, 2115E / 2115W,NA,NGO, 2021/07/15 19:35, 2021/07/15 20:55,2021/7/22 18:44
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,NGO, 2021/07/22 14:00, 2021/07/22 14:30,2021/7/22 18:44
 JOSCO BELLE (BOQQ8),SAS, 2116E / 2116W,NA,NGO, 2021/07/24, 2021/07/24,2021/7/22 18:44
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,NGO, 2021/07/22 19:00, 2021/07/22 19:30,2021/7/22 18:44
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,NGO, 2021/07/27, 2021/07/27,2021/7/22 18:44
 JOSCO DIANA (BOQA9),SAS, 2117E / 2117W,NA,NGO, 2021/07/29, 2021/07/29,2021/7/22 18:44
 HARRIER (C6WS6),SAS, 2119E / 2119W,NA,NGO, 2021/07/31, 2021/07/31,2021/7/22 18:44
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,NGO, 2021/07/22 14:00, 2021/07/22 14:30,2021/7/22 18:44
 JOSCO BELLE (BOQQ8),SAS, 2116E / 2116W,NA,NGO, 2021/07/24, 2021/07/24,2021/7/22 18:44
 HARRIER (C6WS6),SAS, 2118E / 2118W,NA,NGO, 2021/07/22 19:00, 2021/07/22 19:30,2021/7/22 18:44
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,NGO, 2021/07/27, 2021/07/27,2021/7/22 18:44
 JOSCO DIANA (BOQA9),SAS, 2117E / 2117W,NA,NGO, 2021/07/29, 2021/07/29,2021/7/22 18:44
 HARRIER (C6WS6),SAS, 2119E / 2119W,NA,NGO, 2021/07/31, 2021/07/31,2021/7/22 18:44
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,NGO, 2021/08/02, 2021/08/02,2021/7/22 18:44
 JOSCO BELLE (BOQQ8),SAS, 2117E / 2117W,NA,NGO, 2021/08/05, 2021/08/05,2021/7/22 18:44
 JOSCO DIANA (BOQA9),SAS, 2118E / 2118W,NA,NGO, 2021/08/07, 2021/08/07,2021/7/22 18:45
 BF CARP (5BFN4),SAS, 2107E / 2107W,NA,OSA, 2021/07/05 06:25, 2021/07/05 07:02,2021/7/22 18:45
 JOSCO BELLE (BOQQ8),SAS, 2114E / 2114W,NA,OSA, 2021/07/06 22:22, 2021/07/07 07:19,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2122E / 2122W,NA,OSA, 2021/07/07 17:25, 2021/07/08 07:52,2021/7/22 18:45
 JOSCO XINGFU (BOFO4),SAS, 2118E / 2118W,NA,OSA, 2021/07/10 13:00, 2021/07/10 13:46,2021/7/22 18:45
 RUN CHANG (VRSV8),SAS, 2113E / 2113W,NA,OSA, 2021/07/11 10:42, 2021/07/12 07:14,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2123E / 2123W,NA,OSA, 2021/07/14 06:37, 2021/07/14 07:25,2021/7/22 18:45
 VICTORY STAR (H9ZG),SAS, 2102E / 2102W,NA,OSA, 2021/07/15 06:47, 2021/07/15 07:48,2021/7/22 18:45
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,OSA, 2021/07/19 11:53, 2021/07/19 12:29,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2124E / 2124W,NA,OSA, 2021/07/22 17:00, 2021/07/22,2021/7/22 18:45
 RUN CHANG (VRSV8),SAS, 2114E / 2114W,NA,OSA, 2021/07/23, 2021/07/23,2021/7/22 18:45
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,OSA, 2021/07/23 20:30, 2021/07/24,2021/7/22 18:45
 RUN CHANG (VRSV8),SAS, 2113E / 2113W,NA,OSA, 2021/07/11 10:42, 2021/07/12 07:14,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2123E / 2123W,NA,OSA, 2021/07/14 06:37, 2021/07/14 07:25,2021/7/22 18:45
 VICTORY STAR (H9ZG),SAS, 2102E / 2102W,NA,OSA, 2021/07/15 06:47, 2021/07/15 07:48,2021/7/22 18:45
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,OSA, 2021/07/19 11:53, 2021/07/19 12:29,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2124E / 2124W,NA,OSA, 2021/07/22 17:00, 2021/07/22,2021/7/22 18:45
 RUN CHANG (VRSV8),SAS, 2114E / 2114W,NA,OSA, 2021/07/23, 2021/07/23,2021/7/22 18:45
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,OSA, 2021/07/23 20:30, 2021/07/24,2021/7/22 18:45
 VICTORY STAR (H9ZG),SAS, 2103E / 2103W,NA,OSA, 2021/07/27, 2021/07/27,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2125E / 2125W,NA,OSA, 2021/07/28, 2021/07/28,2021/7/22 18:45
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,OSA, 2021/07/30, 2021/07/30,2021/7/22 18:45
 RUN CHANG (VRSV8),SAS, 2115E / 2115W,NA,OSA, 2021/07/30, 2021/07/30,2021/7/22 18:45
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,OSA, 2021/07/19 11:53, 2021/07/19 12:29,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2124E / 2124W,NA,OSA, 2021/07/22 17:00, 2021/07/22,2021/7/22 18:45
 RUN CHANG (VRSV8),SAS, 2114E / 2114W,NA,OSA, 2021/07/23, 2021/07/23,2021/7/22 18:45
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,OSA, 2021/07/23 20:30, 2021/07/24,2021/7/22 18:45
 VICTORY STAR (H9ZG),SAS, 2103E / 2103W,NA,OSA, 2021/07/27, 2021/07/27,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2125E / 2125W,NA,OSA, 2021/07/28, 2021/07/28,2021/7/22 18:45
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,OSA, 2021/07/30, 2021/07/30,2021/7/22 18:45
